driver_kind,decl_id,decl_name,seat_role,holder_role,hidden_domino,action_n,mean_score,max_score,mean_q_delta,tail_low_mass_delta,shelf_high_mass_delta,conditioned_mass
downside,2,twos,right_setter,left_setter,5-5,53,13.191223918267017,47.533321380615234,-10.939118205376392,0.13985771784242593,-0.17070568901187969,0.33350117924528305
downside,6,sixes,bidder,right_setter,6-6,3444,13.189008007966128,51.610538482666016,-10.838149982254679,0.1727550450587154,-0.12450482774690903,0.3077951635176439
downside,1,ones,bidder,left_setter,5-1,522,13.174859548208815,42.73524475097656,-11.024554221566152,0.13597606278801386,-0.15806534539255174,0.3902865010946912
downside,3,threes,bidder_partner,left_setter,5-3,968,13.173477984164371,32.172122955322266,-10.912221450204692,0.14395973020735195,-0.16431387596593378,0.3335910259248325
downside,8,doubles-suit,bidder_partner,right_setter,5-5,676,13.156112241674457,32.22817611694336,-10.819815424067029,0.15840197434607886,-0.14976010958821864,0.40049162616230005
downside,8,doubles-suit,right_setter,bidder,5-5,711,13.15458027119375,33.29271697998047,-10.569243364696261,0.16948494983737294,-0.17799833900021433,0.38997345706918485
downside,1,ones,bidder,left_setter,6-1,817,13.152907374001483,37.29249954223633,-10.824281697465857,0.15816382148208763,-0.14936907251984322,0.3820556915544675
downside,0,blanks,left_setter,right_setter,6-4,421,13.150652413696688,39.473907470703125,-10.611920676152101,0.16638275501420588,-0.17415657768694068,0.33974867096482325
downside,4,fours,left_setter,right_setter,5-3,182,13.144603906096993,47.32370376586914,-10.798624755262018,0.15342313525920023,-0.16231380730539888,0.3312483810832024
downside,1,ones,right_setter,bidder,4-1,777,13.13651265754356,39.11553955078125,-10.934789484532184,0.14474259879040932,-0.15078968952674818,0.3974345736042166
downside,7,doubles,bidder_partner,left_setter,6-4,782,13.115294979661321,43.5537223815918,-10.68346995892732,0.1746736532540547,-0.13694777777493672,0.31284895643039834
downside,3,threes,left_setter,right_setter,6-5,146,13.088080213494496,28.91647720336914,-10.367812264455507,0.18104627502010498,-0.1819610376268217,0.36198687214611885
downside,4,fours,left_setter,right_setter,5-0,369,13.064617457428598,46.55656814575195,-10.577301844025692,0.16232658693075386,-0.17276003055254296,0.32589957575170964
downside,7,doubles,bidder,left_setter,6-6,1449,13.062746173764525,33.84865951538086,-10.744572117544191,0.1536630139911486,-0.15603817679988075,0.3603458265552606
downside,2,twos,bidder,left_setter,4-2,262,13.053640211811503,38.927513122558594,-10.721177801831079,0.1649937727802943,-0.13619327388494099,0.39802227599054907
downside,8,doubles-suit,left_setter,bidder,5-5,647,13.034669819718351,37.35806655883789,-10.387194382167857,0.17472246628971858,-0.1798506355750874,0.30558393133141976
downside,2,twos,bidder_partner,left_setter,2-1,145,13.025853061676026,37.52474594116211,-10.79544615087838,0.14078646827376737,-0.16450844726942737,0.319602565681445
downside,6,sixes,bidder,bidder_partner,5-2,471,13.018564003541465,37.08397674560547,-10.782977924225436,0.15754248980717483,-0.1320322368430807,0.3266817498230714
downside,3,threes,left_setter,bidder,6-3,1194,13.010583297291792,33.531864166259766,-10.603180094180594,0.15941656009676586,-0.16218474726668455,0.29606362915769335
downside,7,doubles,bidder,right_setter,1-1,103,13.00170127627919,22.242916107177734,-10.741710549419366,0.1579720635437271,-0.136054017067914,0.352270226537217
downside,2,twos,bidder,right_setter,4-2,237,13.000143453038694,35.51143264770508,-10.630692178186989,0.16275767819147424,-0.14832451766273813,0.3492445248141453
downside,2,twos,left_setter,bidder,5-2,723,12.99909082306536,48.456459045410156,-10.739779062620666,0.14814355197066492,-0.15530020280394646,0.3318840479483641
downside,2,twos,bidder_partner,left_setter,4-2,340,12.995122456199983,43.04825973510742,-10.757030723375433,0.1460669255856534,-0.15542002044830416,0.3415776172969185
downside,6,sixes,bidder,left_setter,6-6,2397,12.983965109575276,51.132930755615234,-10.812219614678241,0.13617997341761137,-0.16197346235408544,0.3516761030653376
downside,8,doubles-suit,bidder_partner,left_setter,5-5,846,12.983518451945438,36.34107971191406,-10.653977726086376,0.15639762437780816,-0.15306925499769386,0.32229828042328035
downside,3,threes,right_setter,bidder,4-3,299,12.977274256805114,35.175418853759766,-10.583559949262485,0.1584388904343982,-0.16186033749959142,0.3923882684344637
downside,1,ones,bidder,bidder_partner,5-4,611,12.965896580106108,44.259490966796875,-10.60615891013325,0.1797575498984459,-0.11243243274082118,0.3199834823864081
downside,5,fives,bidder,bidder_partner,5-0,9,12.941596190134684,26.872262954711914,-9.362357086605495,0.29059802347587216,-0.13465173211362627,0.31657175925925923
downside,0,blanks,bidder,bidder_partner,6-0,2,12.931038856506348,18.34305191040039,-11.263941287994385,0.11113983392715454,-0.11113981902599335,0.44286458333333334
downside,3,threes,bidder_partner,right_setter,3-2,578,12.923533355488496,49.206241607666016,-10.763640190284557,0.13982761279000275,-0.15209300118372823,0.40843531677376826
downside,8,doubles-suit,left_setter,bidder_partner,6-6,1332,12.92060491881213,40.454524993896484,-10.440275447146671,0.16345872579122525,-0.16914176298501166,0.3881422918454184
downside,3,threes,bidder,bidder_partner,5-2,535,12.913783366992094,30.925861358642578,-10.56314010397296,0.16602948144095664,-0.13804469700624175,0.32120869214508274
downside,2,twos,bidder_partner,bidder,5-0,692,12.912224271652326,44.04179000854492,-10.595275666586236,0.15666920252761238,-0.14969516238648542,0.2957086515964772
downside,9,no-trump,bidder_partner,right_setter,5-4,210,12.902502985227676,38.608734130859375,-10.535612156277612,0.16176723700149784,-0.14984249471842,0.4525728316326528
downside,2,twos,bidder,right_setter,6-2,1008,12.898986816287987,45.13473129272461,-10.600821690190406,0.15046254958609112,-0.1585504923602298,0.33859231947987545
downside,1,ones,bidder,bidder_partner,6-3,540,12.881416696972318,27.952571868896484,-10.519417099599485,0.1790244860118643,-0.11435094862223465,0.33307101521164045
downside,6,sixes,left_setter,bidder_partner,6-5,993,12.87797683903578,43.28788375854492,-10.839149718198172,0.1347516306854697,-0.1382603985965552,0.3806962652256278
downside,2,twos,bidder,right_setter,0-0,51,12.8769816978305,25.219539642333984,-10.682684393490062,0.1386716291308403,-0.16151619103609346,0.07613398692810457
downside,2,twos,bidder,left_setter,2-2,2118,12.874465331477417,59.31956100463867,-10.654870206280853,0.14572754748001207,-0.15245517994131194,0.3153181544808667
downside,8,doubles-suit,bidder,left_setter,5-5,602,12.871306024813572,30.34981346130371,-10.559850886810658,0.1592845959046742,-0.14332486631927324,0.3830806587169745
downside,1,ones,right_setter,bidder,1-1,1059,12.866411143704559,35.17475128173828,-10.57746792740142,0.15178771209851394,-0.154200122354867,0.261440987679302
downside,2,twos,bidder,bidder_partner,5-1,575,12.851064372684645,31.050857543945312,-10.514028008502462,0.17031399710033007,-0.12677602749155914,0.3224068892339546
downside,4,fours,bidder,bidder_partner,5-2,298,12.85039586108803,41.59577941894531,-10.603577317807499,0.15395547946043478,-0.14144037329535555,0.32641176294343194
downside,2,twos,left_setter,right_setter,4-1,368,12.848968978809273,49.424530029296875,-10.268073426640552,0.16923338863821497,-0.17675444888679878,0.3205924802665631
downside,3,threes,bidder,bidder_partner,5-4,729,12.828400265205708,58.339996337890625,-10.493985592419556,0.1779132676432203,-0.11105640057157547,0.32156537004376473
downside,2,twos,right_setter,bidder_partner,5-2,776,12.824370623556609,40.55149841308594,-10.444927519436964,0.1558437786718678,-0.16406580944996826,0.3155621816703482
downside,1,ones,bidder,bidder_partner,5-2,453,12.822062319740818,37.31662368774414,-10.531400152126421,0.16756490482609496,-0.1229555232737678,0.3243372884473883
downside,4,fours,bidder,left_setter,4-1,305,12.821266471753354,37.629695892333984,-10.63230227955052,0.13735849645950632,-0.16279732948150027,0.427516051912568
downside,3,threes,bidder,bidder_partner,5-0,788,12.817171664180488,44.683807373046875,-10.4142452327128,0.18268009181858896,-0.11522510462395638,0.32391732573422766
downside,9,no-trump,bidder,right_setter,5-3,94,12.812474205138836,24.175159454345703,-10.36136804743016,0.18023594738568793,-0.12974932655801086,0.31793848150962517
downside,2,twos,left_setter,right_setter,5-3,268,12.809805028918964,32.52138137817383,-10.266405755014562,0.16622520502267488,-0.17622945253361963,0.32321798374200406
downside,4,fours,bidder,bidder_partner,5-0,577,12.802978260471669,47.83445739746094,-10.508520918247811,0.158915577365765,-0.14102471794094165,0.3234813227283986
downside,2,twos,right_setter,bidder,2-1,127,12.79269394912119,49.560394287109375,-10.401806255025187,0.1586040697375855,-0.16088710508243306,0.36390970659917504
downside,0,blanks,left_setter,bidder_partner,5-0,1396,12.792542636052927,49.32154846191406,-10.414224917448012,0.15671366530395997,-0.16204430997094144,0.3712953709151994
downside,4,fours,bidder_partner,right_setter,4-4,1005,12.784743211755705,43.49811935424805,-10.699851806602668,0.11962499451210759,-0.17769697377926194,0.3717860252309879
downside,5,fives,left_setter,right_setter,6-4,182,12.773776074687204,41.27592849731445,-10.480776964963137,0.1503535386812643,-0.15756439463655045,0.307033195970696
downside,9,no-trump,bidder_partner,right_setter,5-3,97,12.771554849811436,31.77753448486328,-10.583592326370711,0.14709416179696924,-0.14340417586343804,0.41809503865979364
downside,9,no-trump,left_setter,bidder_partner,6-2,77,12.76500577740855,44.03748321533203,-10.884100372141058,0.12281941467678392,-0.13054224345591162,0.36675324675324683
downside,9,no-trump,bidder_partner,right_setter,6-6,972,12.763326168060303,45.615753173828125,-10.421168681402756,0.17534573718019997,-0.11771912038361715,0.3957686808005084
downside,2,twos,left_setter,bidder,6-2,1055,12.760964096891936,33.945892333984375,-10.49767307263415,0.1502413357869541,-0.1520209177675264,0.3128282427781539
downside,0,blanks,right_setter,bidder_partner,1-0,89,12.745540651042809,33.575138092041016,-10.424957146805324,0.14795736959099434,-0.16820195308896932,0.36354424157303356
downside,2,twos,right_setter,left_setter,5-0,492,12.739555950329557,59.85443878173828,-10.130850262758209,0.1724892629829152,-0.17669158921826902,0.3144645639759975
downside,3,threes,right_setter,left_setter,5-0,475,12.737758296665392,43.72196578979492,-10.27693287548266,0.16218819805543477,-0.1677432969683095,0.31960590852130333
downside,1,ones,left_setter,right_setter,5-3,295,12.737396544117038,29.76348114013672,-10.292400809465828,0.16148999782212048,-0.1660191517007553,0.3347299132364808
downside,3,threes,bidder,left_setter,5-3,519,12.73284017741106,33.2152099609375,-10.537465977071568,0.1484111982849938,-0.14225243996812645,0.4033183577621799
downside,3,threes,left_setter,right_setter,6-2,213,12.729618083703127,34.73632049560547,-10.244669974689753,0.16264687912285047,-0.17169585558170444,0.3333276045159849
downside,2,twos,right_setter,bidder_partner,4-2,323,12.727554522062603,35.147708892822266,-10.465485749968066,0.14420703623332834,-0.16398432751650413,0.3158939259914493
downside,9,no-trump,bidder,left_setter,4-3,57,12.72465069252148,28.703351974487305,-10.41273690106576,0.1794317066669464,-0.10351934332988764,0.4304860588972431
downside,2,twos,bidder,bidder_partner,5-3,557,12.711613196444898,23.901620864868164,-10.423584325951348,0.16761256585522977,-0.12237241663225998,0.32375680195776674
downside,4,fours,right_setter,bidder_partner,4-4,827,12.705979033277574,40.25208282470703,-10.328073119021672,0.15725692209999945,-0.16067267887681685,0.3249225578683706
downside,2,twos,left_setter,right_setter,5-4,277,12.705793332537159,38.332611083984375,-10.271693431083046,0.15999955562151807,-0.16682086535309196,0.33063599149045847
downside,2,twos,bidder_partner,right_setter,3-2,426,12.705671736612006,32.296566009521484,-10.477113292810502,0.14392652668288014,-0.15780002171471016,0.4163240938687687
downside,3,threes,right_setter,bidder,3-2,550,12.702352857047861,46.926246643066406,-10.582712931091136,0.1378900928796396,-0.14764987862753598,0.38937803571428586
downside,9,no-trump,left_setter,bidder,5-4,197,12.701152284435814,39.485618591308594,-10.226351872313446,0.16084667647240902,-0.17326673114587207,0.3230222081218275
downside,3,threes,bidder,bidder_partner,6-1,458,12.69970091487643,25.00908088684082,-10.343744255049259,0.17770120751480756,-0.11578891740290359,0.32344500545851546
downside,0,blanks,bidder_partner,left_setter,3-0,257,12.694778163377412,34.57829284667969,-10.367764914546031,0.15373252862353232,-0.15786197656371037,0.35667309384843426
downside,5,fives,right_setter,bidder_partner,5-0,266,12.680323722219109,45.15890121459961,-10.47277427705607,0.14316082843135136,-0.15518822517470085,0.33969208736126033
downside,9,no-trump,left_setter,bidder_partner,6-1,26,12.680307956842276,23.77008819580078,-10.171150079140297,0.16389259352133825,-0.17404642758461145,0.3704399038461539
downside,6,sixes,left_setter,right_setter,5-3,217,12.660139190436508,44.2967414855957,-10.268367875556242,0.15687832377973326,-0.16456356855036372,0.3403667983322358
downside,1,ones,left_setter,bidder,6-1,1249,12.653430425996682,37.07933807373047,-10.290173815382873,0.15625504355277292,-0.16010100491720738,0.31392736808494404
downside,6,sixes,bidder,bidder_partner,5-1,493,12.65207365342618,29.0069580078125,-10.38191710355074,0.16188704013076147,-0.13025528441284098,0.3258977651405391
downside,7,doubles,bidder,right_setter,6-6,2094,12.647334288731004,39.71991729736328,-10.307657986452382,0.1775886155830871,-0.11257903235166138,0.3087126682812572
downside,2,twos,left_setter,bidder_partner,5-2,548,12.626078932824797,36.40509796142578,-10.203179335072093,0.16079698614610433,-0.16297699974333174,0.3738173363095241
downside,9,no-trump,bidder,right_setter,4-3,104,12.621186753878227,30.128658294677734,-10.219021228643564,0.1928783728239628,-0.09467636062646097,0.3360796130952381
downside,6,sixes,left_setter,right_setter,5-4,151,12.611437507023085,29.812471389770508,-10.132835418183282,0.15935509633781722,-0.17700975005891148,0.3277377798801641
downside,0,blanks,bidder_partner,right_setter,1-0,145,12.597724385919243,34.053993225097656,-10.468379597006173,0.13754024120240377,-0.15078848006990578,0.33416814449917903
downside,2,twos,left_setter,right_setter,6-3,214,12.590461494766663,33.7493782043457,-10.069701535679469,0.16561291540690554,-0.17292149375393012,0.3328346545393858
downside,1,ones,bidder,right_setter,6-1,1176,12.58859292686391,34.660362243652344,-10.425250551327556,0.14354994386241718,-0.1454386950163531,0.3468213551789768
downside,2,twos,bidder,bidder_partner,6-3,455,12.575697984276237,44.448402404785156,-10.337357439837612,0.16122445711241729,-0.12521918361576703,0.3269333464154896
downside,9,no-trump,bidder,left_setter,6-6,1579,12.572674200835298,66.6924057006836,-10.28684203242712,0.16233152861156466,-0.13248254643226612,0.3516882171883959
downside,1,ones,right_setter,bidder,6-1,813,12.571582197849748,43.25116729736328,-10.338624514043698,0.1476884738119794,-0.1510118502495767,0.373733241082411
downside,9,no-trump,left_setter,bidder_partner,5-4,154,12.564976545123312,33.51766586303711,-10.39112635866388,0.14378775083142417,-0.14712704955176872,0.38660320037105783
downside,4,fours,left_setter,right_setter,0-0,3,12.552977879842123,14.915777206420898,-9.984265645345053,0.17214366793632507,-0.16945508619149527,0.06974999999999999
downside,9,no-trump,bidder,right_setter,2-2,809,12.54939945003453,38.87676239013672,-10.31282905978237,0.16038717457483412,-0.12631745042673073,0.3015933342898342
